order_id;customer_id;order_date;customer_state;customer_city;product_id;product_category;price;freight_value;payment_type;n_installments;delivery_days;review_score;year;month;year_month;weekday;delivery_bucket;product_name;category;base_price;revenue
O003901;C08367;2023-01-02;SP;Santos;P0039;jouets;85,67;11,96;debit_card;1;8;4;2023;1;2023-01;Monday;7-10j;jouets_item_1;jouets;102,49;97,63
O001437;C07214;2023-01-02;SP;Campinas;P0042;jouets;28,48;10,27;credit_card;6;3;5;2023;1;2023-01;Monday;1-3j;jouets_item_4;jouets;34,13;38,75
O017209;C09840;2023-01-02;SP;Campinas;P0018;maison;22,75;9,59;boleto;1;10;2;2023;1;2023-01;Monday;7-10j;maison_item_6;maison;26,46;32,34
O029250;C07929;2023-01-02;BA;Feira de Santana;P0013;maison;17,92;12,23;boleto;1;14;1;2023;1;2023-01;Monday;11-15j;maison_item_1;maison;20,22;30,150000000000002
O010822;C04381;2023-01-02;SC;Florianopolis;P0043;jouets;81,98;11,12;credit_card;3;5;4;2023;1;2023-01;Monday;4-6j;jouets_item_5;jouets;94,31;93,10000000000001
O004287;C00737;2023-01-02;SP;Santos;P0043;jouets;83,36;11,56;credit_card;6;6;4;2023;1;2023-01;Monday;4-6j;jouets_item_5;jouets;94,31;94,92
O004902;C05943;2023-01-02;SP;Guarulhos;P0037;livres;23,34;9,31;credit_card;2;6;3;2023;1;2023-01;Monday;4-6j;livres_item_5;livres;27,61;32,65
O006790;C04133;2023-01-02;SP;Guarulhos;P0031;beaute;7,4;7,89;credit_card;1;2;5;2023;1;2023-01;Monday;1-3j;beaute_item_6;beaute;8,96;15,29
O028151;C04553;2023-01-02;PA;Belem;P0044;alimentation;27,39;13,11;credit_card;2;8;5;2023;1;2023-01;Monday;7-10j;alimentation_item_1;alimentation;33,6;40,5
O016385;C03604;2023-01-02;RJ;Rio de Janeiro;P0015;maison;165,4;15,57;credit_card;3;4;5;2023;1;2023-01;Monday;4-6j;maison_item_3;maison;192,89;180,97
O009607;C05477;2023-01-02;PR;Londrina;P0030;beaute;32,93;9,48;credit_card;2;9;4;2023;1;2023-01;Monday;7-10j;beaute_item_5;beaute;40,44;42,41
O004760;C02342;2023-01-02;PR;Londrina;P0037;livres;23,9;9,69;credit_card;2;2;3;2023;1;2023-01;Monday;1-3j;livres_item_5;livres;27,61;33,589999999999996
O006634;C02084;2023-01-02;PR;Londrina;P0049;alimentation;49,92;10,67;boleto;1;5;5;2023;1;2023-01;Monday;4-6j;alimentation_item_6;alimentation;56,67;60,59
O005459;C00325;2023-01-02;MG;Uberlandia;P0017;maison;18,33;9,58;credit_card;1;6;4;2023;1;2023-01;Monday;4-6j;maison_item_5;maison;21,98;27,909999999999997
O014133;C05931;2023-01-02;SC;Florianopolis;P0019;sport;220,99;18,41;boleto;1;9;5;2023;1;2023-01;Monday;7-10j;sport_item_1;sport;254,44;239,4
O022724;C07412;2023-01-02;SP;Sao Paulo;P0043;jouets;77,52;11,05;debit_card;1;2;4;2023;1;2023-01;Monday;1-3j;jouets_item_5;jouets;94,31;88,57
O007059;C02219;2023-01-02;SP;Guarulhos;P0033;livres;34,22;10,56;credit_card;1;1;5;2023;1;2023-01;Monday;1-3j;livres_item_1;livres;42,34;44,78
O026332;C09926;2023-01-02;PR;Londrina;P0041;jouets;49,55;10,41;debit_card;1;5;5;2023;1;2023-01;Monday;4-6j;jouets_item_3;jouets;56,06;59,959999999999994
O011833;C10647;2023-01-03;SP;Sao Paulo;P0004;electronique;410,69;25,82;credit_card;1;1;5;2023;1;2023-01;Tuesday;1-3j;electronique_item_4;electronique;497,64;436,51
O007361;C10470;2023-01-03;RJ;Petropolis;P0007;electronique;330,92;24,9;boleto;1;4;5;2023;1;2023-01;Tuesday;4-6j;electronique_item_7;electronique;394,44;355,82
O028248;C00486;2023-01-03;SP;Santos;P0047;alimentation;48,8;10,97;credit_card;2;6;4;2023;1;2023-01;Tuesday;4-6j;alimentation_item_4;alimentation;58,33;59,769999999999996
O011956;C05982;2023-01-03;SP;Sao Paulo;P0010;mode;14,74;8,4;credit_card;2;6;5;2023;1;2023-01;Tuesday;4-6j;mode_item_3;mode;17,78;23,14
O006390;C06538;2023-01-03;RJ;Niteroi;P0016;maison;165,1;17,84;debit_card;1;4;5;2023;1;2023-01;Tuesday;4-6j;maison_item_4;maison;191,26;182,94
O014191;C02986;2023-01-03;PA;Belem;P0029;beaute;48,07;14,72;debit_card;1;10;5;2023;1;2023-01;Tuesday;7-10j;beaute_item_4;beaute;56,98;62,79
O012302;C07228;2023-01-03;PA;Belem;P0002;electronique;164,94;22,11;credit_card;2;7;2;2023;1;2023-01;Tuesday;7-10j;electronique_item_2;electronique;187,58;187,05
O026952;C11181;2023-01-03;PR;Londrina;P0041;jouets;46,56;10,76;credit_card;6;2;4;2023;1;2023-01;Tuesday;1-3j;jouets_item_3;jouets;56,06;57,32
O014704;C02027;2023-01-03;SC;Joinville;P0025;sport;81,25;11,33;credit_card;3;8;5;2023;1;2023-01;Tuesday;7-10j;sport_item_7;sport;99,88;92,58
O019351;C03785;2023-01-03;RJ;Rio de Janeiro;P0042;jouets;29,49;8,98;credit_card;1;5;5;2023;1;2023-01;Tuesday;4-6j;jouets_item_4;jouets;34,13;38,47
O017231;C09108;2023-01-03;PR;Curitiba;P0012;mode;104,99;13,07;credit_card;1;10;5;2023;1;2023-01;Tuesday;7-10j;mode_item_5;mode;127,38;118,06
O014629;C05056;2023-01-03;RS;Caxias do Sul;P0034;livres;19,07;8,1;boleto;1;7;3;2023;1;2023-01;Tuesday;7-10j;livres_item_2;livres;22,18;27,17
O003256;C05247;2023-01-03;CE;Caucaia;P0013;maison;17,98;11,66;credit_card;1;14;5;2023;1;2023-01;Tuesday;11-15j;maison_item_1;maison;20,22;29,64
O006298;C04485;2023-01-03;SP;Campinas;P0042;jouets;30,4;9,13;credit_card;1;8;5;2023;1;2023-01;Tuesday;7-10j;jouets_item_4;jouets;34,13;39,53
O009783;C02802;2023-01-03;BA;Salvador;P0032;beaute;65,83;15,74;credit_card;1;12;1;2023;1;2023-01;Tuesday;11-15j;beaute_item_7;beaute;75,84;81,57
O003358;C08605;2023-01-03;SP;Santos;P0010;mode;15,75;8,36;credit_card;1;9;3;2023;1;2023-01;Tuesday;7-10j;mode_item_3;mode;17,78;24,11
O029998;C03378;2023-01-03;PE;Olinda;P0031;beaute;7,28;12,51;credit_card;1;10;4;2023;1;2023-01;Tuesday;7-10j;beaute_item_6;beaute;8,96;19,79
O016676;C10421;2023-01-03;BA;Feira de Santana;P0014;maison;250,17;29,8;credit_card;3;10;3;2023;1;2023-01;Tuesday;7-10j;maison_item_2;maison;297,82;279,96999999999997
O010841;C01643;2023-01-03;RJ;Niteroi;P0043;jouets;81,96;11,18;credit_card;6;3;5;2023;1;2023-01;Tuesday;1-3j;jouets_item_5;jouets;94,31;93,13999999999999
O010858;C00591;2023-01-03;SC;Joinville;P0028;beaute;58,88;10,76;debit_card;1;1;3;2023;1;2023-01;Tuesday;1-3j;beaute_item_3;beaute;69,92;69,64
O010000;C08094;2023-01-03;SP;Sao Paulo;P0039;jouets;84,05;13,41;credit_card;2;9;4;2023;1;2023-01;Tuesday;7-10j;jouets_item_1;jouets;102,49;97,46
O002454;C05084;2023-01-03;MG;Belo Horizonte;P0014;maison;262,15;20,37;debit_card;1;2;5;2023;1;2023-01;Tuesday;1-3j;maison_item_2;maison;297,82;282,52
O007985;C01422;2023-01-03;RJ;Niteroi;P0044;alimentation;28,17;9,72;debit_card;1;4;5;2023;1;2023-01;Tuesday;4-6j;alimentation_item_1;alimentation;33,6;37,89
O029197;C09052;2023-01-03;SP;Santos;P0043;jouets;79,41;12,66;credit_card;2;7;4;2023;1;2023-01;Tuesday;7-10j;jouets_item_5;jouets;94,31;92,07
O006646;C01948;2023-01-03;SP;Sao Paulo;P0007;electronique;334,05;26,7;credit_card;3;3;5;2023;1;2023-01;Tuesday;1-3j;electronique_item_7;electronique;394,44;360,75
O016040;C05506;2023-01-03;SP;Guarulhos;P0031;beaute;7,8;8,6;credit_card;3;7;4;2023;1;2023-01;Tuesday;7-10j;beaute_item_6;beaute;8,96;16,4
O006618;C04546;2023-01-03;SP;Campinas;P0025;sport;82,33;11,83;credit_card;3;1;4;2023;1;2023-01;Tuesday;1-3j;sport_item_7;sport;99,88;94,16
O003531;C08013;2023-01-03;PA;Belem;P0046;alimentation;13,36;11,69;credit_card;2;8;2;2023;1;2023-01;Tuesday;7-10j;alimentation_item_3;alimentation;15,17;25,049999999999997
O007292;C04217;2023-01-03;CE;Fortaleza;P0025;sport;84,89;18,6;debit_card;1;11;1;2023;1;2023-01;Tuesday;11-15j;sport_item_7;sport;99,88;103,49000000000001
O001148;C06352;2023-01-03;BA;Salvador;P0005;electronique;315,1;34,8;credit_card;1;9;3;2023;1;2023-01;Tuesday;7-10j;electronique_item_5;electronique;384,37;349,90000000000003
O024574;C09664;2023-01-03;RJ;Rio de Janeiro;P0012;mode;102,9;13,59;credit_card;2;5;5;2023;1;2023-01;Tuesday;4-6j;mode_item_5;mode;127,38;116,49000000000001
O028872;C00555;2023-01-03;SP;Campinas;P0033;livres;35,94;9,65;credit_card;3;6;4;2023;1;2023-01;Tuesday;4-6j;livres_item_1;livres;42,34;45,589999999999996
O023618;C06810;2023-01-03;BA;Salvador;P0026;beaute;65,72;15,71;credit_card;6;13;5;2023;1;2023-01;Tuesday;11-15j;beaute_item_1;beaute;78,79;81,43
O017014;C01293;2023-01-03;SP;Sao Paulo;P0034;livres;19,05;9,76;debit_card;1;7;5;2023;1;2023-01;Tuesday;7-10j;livres_item_2;livres;22,18;28,810000000000002
O001992;C11835;2023-01-03;PE;Recife;P0036;livres;32,54;13,35;credit_card;1;10;4;2023;1;2023-01;Tuesday;7-10j;livres_item_4;livres;37,37;45,89
O024756;C11477;2023-01-03;BA;Salvador;P0009;mode;96,11;19,7;credit_card;1;8;4;2023;1;2023-01;Tuesday;7-10j;mode_item_2;mode;110,59;115,81
O011556;C11310;2023-01-03;MG;Juiz de Fora;P0003;electronique;529,86;34,49;credit_card;3;5;5;2023;1;2023-01;Tuesday;4-6j;electronique_item_3;electronique;634,77;564,35
O024352;C05538;2023-01-03;PE;Recife;P0016;maison;157,68;20,56;credit_card;1;7;4;2023;1;2023-01;Tuesday;7-10j;maison_item_4;maison;191,26;178,24
O001077;C08364;2023-01-03;SC;Joinville;P0013;maison;17,89;8,76;debit_card;1;5;3;2023;1;2023-01;Tuesday;4-6j;maison_item_1;maison;20,22;26,65
O021847;C11401;2023-01-03;CE;Caucaia;P0031;beaute;7,95;11,68;credit_card;1;14;2;2023;1;2023-01;Tuesday;11-15j;beaute_item_6;beaute;8,96;19,63
O011526;C07475;2023-01-03;MG;Belo Horizonte;P0036;livres;32,58;8,71;voucher;1;5;3;2023;1;2023-01;Tuesday;4-6j;livres_item_4;livres;37,37;41,29
O002287;C09975;2023-01-04;RJ;Rio de Janeiro;P0030;beaute;35,68;9,18;boleto;1;9;2;2023;1;2023-01;Wednesday;7-10j;beaute_item_5;beaute;40,44;44,86
O001058;C11417;2023-01-04;BA;Salvador;P0002;electronique;156,19;20,18;debit_card;1;8;5;2023;1;2023-01;Wednesday;7-10j;electronique_item_2;electronique;187,58;176,37
O000133;C04272;2023-01-04;SP;Sao Paulo;P0042;jouets;28,33;9,29;credit_card;1;1;4;2023;1;2023-01;Wednesday;1-3j;jouets_item_4;jouets;34,13;37,62
O017258;C09250;2023-01-04;PR;Curitiba;P0042;jouets;27,91;10,27;credit_card;2;7;4;2023;1;2023-01;Wednesday;7-10j;jouets_item_4;jouets;34,13;38,18
O022062;C08188;2023-01-04;PE;Recife;P0026;beaute;67,67;15,15;voucher;1;6;3;2023;1;2023-01;Wednesday;4-6j;beaute_item_1;beaute;78,79;82,82000000000001
O009972;C09986;2023-01-04;PR;Curitiba;P0018;maison;22,01;8,98;credit_card;10;12;3;2023;1;2023-01;Wednesday;11-15j;maison_item_6;maison;26,46;30,990000000000002
O012547;C05634;2023-01-04;SP;Santos;P0040;jouets;27,38;8,98;credit_card;2;8;5;2023;1;2023-01;Wednesday;7-10j;jouets_item_2;jouets;33,2;36,36
O005593;C06700;2023-01-04;MG;Belo Horizonte;P0012;mode;106,38;12,72;credit_card;1;2;5;2023;1;2023-01;Wednesday;1-3j;mode_item_5;mode;127,38;119,1
O024340;C08759;2023-01-04;PR;Curitiba;P0031;beaute;7,5;8,15;credit_card;3;8;4;2023;1;2023-01;Wednesday;7-10j;beaute_item_6;beaute;8,96;15,65
O000509;C10578;2023-01-04;RJ;Rio de Janeiro;P0018;maison;23,29;8,78;credit_card;1;9;3;2023;1;2023-01;Wednesday;7-10j;maison_item_6;maison;26,46;32,07
O006458;C10211;2023-01-04;PE;Recife;P0010;mode;15,59;12,24;boleto;1;7;4;2023;1;2023-01;Wednesday;7-10j;mode_item_3;mode;17,78;27,83
O028021;C04941;2023-01-04;RS;Caxias do Sul;P0027;beaute;34,32;8,89;credit_card;6;9;4;2023;1;2023-01;Wednesday;7-10j;beaute_item_2;beaute;41,61;43,21
O024009;C02364;2023-01-04;SP;Guarulhos;P0040;jouets;29,36;10,02;debit_card;1;8;5;2023;1;2023-01;Wednesday;7-10j;jouets_item_2;jouets;33,2;39,379999999999995
O020311;C03604;2023-01-04;MG;Uberlandia;P0030;beaute;34,67;10,57;debit_card;1;9;2;2023;1;2023-01;Wednesday;7-10j;beaute_item_5;beaute;40,44;45,24
O006585;C01177;2023-01-04;RJ;Petropolis;P0049;alimentation;47,98;9,46;debit_card;1;1;4;2023;1;2023-01;Wednesday;1-3j;alimentation_item_6;alimentation;56,67;57,44
O016056;C09465;2023-01-04;MG;Juiz de Fora;P0020;sport;65,18;11,81;boleto;1;3;5;2023;1;2023-01;Wednesday;1-3j;sport_item_2;sport;77,31;76,99000000000001
O010681;C03956;2023-01-04;SP;Sao Paulo;P0027;beaute;35,11;10,46;credit_card;1;7;4;2023;1;2023-01;Wednesday;7-10j;beaute_item_2;beaute;41,61;45,57
O020119;C02194;2023-01-04;RS;Caxias do Sul;P0023;sport;168,37;17,76;credit_card;2;4;5;2023;1;2023-01;Wednesday;4-6j;sport_item_5;sport;196,03;186,13
O015578;C10227;2023-01-04;BA;Salvador;P0043;jouets;82,52;15,89;credit_card;1;9;3;2023;1;2023-01;Wednesday;7-10j;jouets_item_5;jouets;94,31;98,41
O019071;C06125;2023-01-04;RJ;Niteroi;P0014;maison;246,74;21,17;debit_card;1;2;5;2023;1;2023-01;Wednesday;1-3j;maison_item_2;maison;297,82;267,91
O001860;C08112;2023-01-04;SP;Guarulhos;P0032;beaute;67,34;10,31;credit_card;1;7;5;2023;1;2023-01;Wednesday;7-10j;beaute_item_7;beaute;75,84;77,65
O016361;C09091;2023-01-04;RS;Caxias do Sul;P0013;maison;17,8;8,85;credit_card;6;1;5;2023;1;2023-01;Wednesday;1-3j;maison_item_1;maison;20,22;26,65
O017926;C03226;2023-01-04;SP;Campinas;P0031;beaute;7,52;9,0;credit_card;3;2;5;2023;1;2023-01;Wednesday;1-3j;beaute_item_6;beaute;8,96;16,52
O019904;C01752;2023-01-04;RJ;Rio de Janeiro;P0035;livres;12,32;8,21;credit_card;10;9;5;2023;1;2023-01;Wednesday;7-10j;livres_item_3;livres;13,91;20,53
O029960;C07249;2023-01-04;RS;Porto Alegre;P0003;electronique;557,26;35,98;credit_card;3;4;4;2023;1;2023-01;Wednesday;4-6j;electronique_item_3;electronique;634,77;593,24
O010846;C08367;2023-01-04;RS;Caxias do Sul;P0043;jouets;79,22;11,34;credit_card;1;8;2;2023;1;2023-01;Wednesday;7-10j;jouets_item_5;jouets;94,31;90,56
O021566;C05856;2023-01-04;SP;Santos;P0007;electronique;344,16;23,64;credit_card;10;4;4;2023;1;2023-01;Wednesday;4-6j;electronique_item_7;electronique;394,44;367,8
O012411;C10867;2023-01-04;SP;Campinas;P0026;beaute;64,1;11,82;debit_card;1;10;4;2023;1;2023-01;Wednesday;7-10j;beaute_item_1;beaute;78,79;75,91999999999999
O026641;C09201;2023-01-04;PE;Olinda;P0009;mode;94,57;18,91;credit_card;2;9;2;2023;1;2023-01;Wednesday;7-10j;mode_item_2;mode;110,59;113,47999999999999
O008436;C02560;2023-01-04;RJ;Petropolis;P0011;mode;121,9;13,51;credit_card;1;6;4;2023;1;2023-01;Wednesday;4-6j;mode_item_4;mode;145,94;135,41
O028015;C09623;2023-01-04;PR;Londrina;P0004;electronique;417,83;27,14;credit_card;1;2;4;2023;1;2023-01;Wednesday;1-3j;electronique_item_4;electronique;497,64;444,96999999999997
O001695;C05538;2023-01-04;PR;Londrina;P0023;sport;174,06;18,02;credit_card;3;7;4;2023;1;2023-01;Wednesday;7-10j;sport_item_5;sport;196,03;192,08
O023531;C03627;2023-01-04;SP;Sao Paulo;P0008;mode;82,0;12,36;credit_card;1;1;5;2023;1;2023-01;Wednesday;1-3j;mode_item_1;mode;96,15;94,36
O002791;C02854;2023-01-04;CE;Caucaia;P0048;alimentation;40,24;13,76;credit_card;6;8;5;2023;1;2023-01;Wednesday;7-10j;alimentation_item_5;alimentation;47,63;54,0
